POSITIVE,"We had a happy to stay at this hotel. I'd read reviews about noise at the front rooms, and so requested a rear room. The desk clerk situated us at the back for quiet, and it was just fine. The wall insulation was pretty good, so we were not disturbed. The room was all over clean and fresh smelling. The beds were VERY comfortable. We appreciated the amenties too, especially the dry sauna, and the laundry. Internet access was fine. The desk clerk was knowledgable about the Redwoods too, and advised us regarding the best locations. Complimentary breakfast was OK at the adjoining restaurant, though not great. Compared to the other hotels, the little extra we paid was well worth it."
POSITIVE,"Excellent modern clean building, good in-room facilities (E.G. coffee maker, iron, free wifi), friendly helpful staff, continental breakfast included in room rate, proximity to subway station (a line with direct express access both to Manhattan and jfk Airport). All for a reasonable price by New York standards. The main drawback is the location in a scruffy area of Brooklyn close to a main highway. However, access to subway is good (see above) and we didn't notice any traffic noise."
POSITIVE,Perfect for our budget minded overnight stay before catching our early morning flight.
POSITIVE,"I was hesitant to book this motel after reading some of the reviews posted on TripAdvisor, but I'm glad I went ahead with my booking. The motel is conveniently located to JFK - just a 10 min drive - and even though the location isn't the greatest (next to car parks, next to the sanitation department station, other airport hotels), it's great for getting to and from JFK for an overnight stay. Check-in took a while, even though I had called ahead the day before to confirm my booking (as I had booked through a third party website) and request a non-smoking room. At first, the clerk told me I didn't have a reservation, and she couldn't find my booking in the system - I panicked, because when I had called the day before, the clerk I spoke to then had no trouble locating my reservation.. The clerk finally found my reservation after I showed her the confirmation email I had received. Apparently if you book through a third party website, any ""pre-paid"" reservations are located in a different system on their computer.. I was able to check-in early at 11am, even though the standardcheck-in time is 3pm. I got a non-smoking room on the second floor, and was pleasantly surprised when I entered the room as there was a king bed in the room, and I had only booked a queen bed online. The room was on the small side (especially with a king bed), but it had a TV unit, a reading chair + ottoman, a desk and chair, and a wardrobe. The motel also supplied a coffee maker in the room with coffee, tea , creamer and sugar sachets. No fridge! The room was nice and clean, the bed was super comfy, and the pillows and linens were really nice and luxurious. I had a view of the motel car park. The bathroom was also a tad small, but it worked. The towels and toiletries provided were great. There was also a hairdryer in the bathroom. The breakfast was ok. They had bread, cereal, waffles, scrambled eggs, turkey patties, bagels, doughnuts, muffins, fruit, tea, coffee and juice on offer. Nothing spectacular, but it did the trick. The seating though was a bit limited, but when I had breakfast at 6.30am, there weren't too many people. On the downside: >The motel is located in the middle of no where, and there are no gas stations or convenience stores nearby. >The lift in the building was really slow. >I could hear the faucets running in the room next door everytime they were used by the occupant - it sounded like it was coming from my bathroom! >The wifi was a bit iffy, and would drop out every time I tried to click on links to go to new pages (eg., I would go to my email homepage and type in my login details, then when I would hit login, the internet would drop out and go to the ""Internet Explorer cannot find the page you're looking for"" screen) - and this would happen with EVERY transmit. >The housekeeping staff were still cleaning and vacuuming at 5pm in the evening which I found bizarre. And then I was woken up at 5.45am by more vacuuming in the hallway! >Also, my room was located right next to the breakfast area, so it was a bit noisy when breakfast service started at 6am. Even though the room rate was quite high (I think due to NY Fashion Week being on), I would recommend this motel! Room Tip: Call ahead the day before to secure a non-smoking room if you are a non-smoker, and don't want a smoky-smelling room! See more room tips"
POSITIVE,"No much too say - we stayed for one night - airline transfer. The room was clean, nice and had all the facilities (including iron and ironing board). There is one problem. Actually a very big problem... The breakfast. It was the worst one I had in my life."
POSITIVE,"It was close to jfk airport Web site says 10 minutes from jfk. By the time you take the airtrain, then shuttle, it was more like 1/2 hour. The trip back in the morning was much quicker."
POSITIVE,"This hotel is at the northern entrance to Yellowstone. It is located right on the Yellowstone river, which was running at 3x normal volume. The rooms overlooking the river are great. We opted for the two bedroom suite, which was more like a condo. It allowed separate sleeping areas for two young adults and parents along with 3 TVs and 2 bathrooms. There was a good sized living room, a dinette area, and a kitchen. We saved enough money on food that we could afford the extra space. Plenty of free parking and good access to the northern part of the Park. 5 minutes to the entrance and 10-15 to the visitor center near the hot springs."
POSITIVE,"This hotel is clearly an older property, but serves its purpose. The room was clean and sufficiently large. Beds were comfortable but covered with only a sheet and thin blanket, so I had to bring in my own blankets from the car. AC unit was also quite loud.Pros: It was cheap and it was clean; included free breakfast and free Internet. Cons: Older property with exterior entrances; had to call to request a non-smoking room."
NEUTRAL,Near to the roads to amusement park. Breakfast included and enough good. the look isn't to much new. one of the receptionist woman was unfriendly
POSITIVE,"For the price, this place certainly served us well. Spacious room with fridge and microwave. Courteous staff. Typical breakfast fare. Luxury it's not, but it certainly fit the bill."
POSITIVE,"The hotel was good. What is missing is a restaurant or a place to get something to drink. The staff gave me several carry-out menus, but neglected to tell us that we could use the breakfast room for a comfortable place to eat. It worked out and we found the tables, but the staff should suggest this to the guests."
POSITIVE,Shuttle service to Airport needs to start earlier 8am to late I would not stay here again because of that almost missed flight
POSITIVE,Guest Services - Not very good about explanation as to why we were getting a $100 discount on tickets to walt disney world- not a good explanation at all!!! We felt we got roped into something that we were totally not interested in until after the fact - wyndham resort vacations - a real pressure sales environment!!!
POSITIVE,Actually inside the gate of WDW just close to downtown disney ..
POSITIVE,"Be sure to get on the correct Best Western shuttle from DFW (there are two different hotels near the airport). This one was clean and comfortable, and staff was friendly."
POSITIVE,The curtains by the bedside needs to be sliding to close. Lights from the outside is pentrating the interior of the room therefore it's just like day time and hard to get some sleep.
NEUTRAL,"The rooms were comfortable, with micro, fridge,TV & good lighting. Staff was welcoming and responsive to a couple of problems. Did you find this review helpful? yes no"
NEUTRAL,"Breakfast area much too small. Windowless room that is about 10 or 12 feet square with TV. When in season, it is impossible to enjoy breakfast due to the area being flooded with people. Pros: Price, good value Cons: Tiny cramped breakfast room; in-room safes are often locked by previous tenant and housekeeping staff does not insure that they are unlocked. Location: OK near middle of city but need car as most parts of Florida."
NEUTRAL,confortable beds breakfast buffet didn't have much choice Did you find this review helpful? yes no Share: twitter • facebook
NEGATIVE,"The photos are deceiving, the place was so run down old and things didnt work. The price wasnt cheap for what we received. The only good things were the view from the balcony and that the hotel had free wifi The laundry dryer was coin operated and didnt work well. The rooms were very small and run down, bathroom so tiny and no fan in bathroom. The hotel needs some major renovations. The pool area is tiny and dated"
NEUTRAL,"I'd say all in all it was pretty clean rooms but the bathroom floor was another matter altogether. Lots of black hairs all over the place (no not curly ones). The views were great from the room overlooking the lake, If your into sport or ESPN it not available in your room you have to go to the lounge for Monday night football and there pretty proud of there drinks so bring some cash to the lounge."
POSITIVE,"Big rooms, good value. May come back with whole family next time."
NEGATIVE,The staff at the Hotel is and was very much not willing to assist.
POSITIVE,After an exhausting day moving house my wife and I struggled to find any local overnight accomodation apart from the Rockaway Hotel. We went there expecting the worst but we were pleasantly surprised to find a very comfortable and clean hotel. The reception area appeared dowdy but the room was more than adequate.
POSITIVE,"Short walk to Old Quebec and close to shops, restaurants and parks. For a family with three younger children the room was a good size and the kids loved the pool. Very pleased with our stay at this hotel. We were happy with our stay. I do recommend reading the information in the binder about the Hotel and how to work things in the room. If we had done this we would have located the temperature control panel for the air conditioner and avoided a rather chilly first night. Did you find this review helpful? yes no Share: twitter • facebook"
POSITIVE,Staff were very helpful. Rooms were clean and comfortable. Did you find this review helpful? yes no Share: twitter • facebook
POSITIVE,Nice clean comfortable and quiet rooms. Good restaurant downstairs.
POSITIVE,"Clean room, good facilities; Staff courteous and helpful; Breakfast was very good and a wide variety of choices; In-room safe is useful and a ""must"" for valuables and cash."
POSITIVE,friendly and helpful staff - airport shuttle - rooms were spacious and facilities were first class - located next to interstate highways and the airport and down town Atlanta - and a very good value for money price. e-mails to the hotel seemed to be routed via a central office and were slow to respond.
POSITIVE,It was a nice clean place to stay.Good environment.
NEUTRAL,Location Noise
POSITIVE,"We stopped here enroute to Anna Maria Island, two families travelling together. We had a good nights sleep at a good price, with some very nice servicee from the receptionist."
POSITIVE,Great value and good overnight stop Very clean We had a room at the back so also quiet
POSITIVE,"The staff was great, very friendly and customer service oriented. The room was very \u201cuser friendly\u201d. The location was in an area that made my stay easy to navagate."
NEUTRAL,The bathroom was so small you could hardly towel off.
POSITIVE,Simple clean place to stay near the nightlife in downtown Vancouver.
NEGATIVE,"First, I'm baffled that other reviewers said for the money it was a great deal. Um, NO. My room was $190 for your basic tired room. Had I stayed at a Motel 6 and paid $80 for the night I would have no complaints, but for $200 it was terrible. 1. No laundry bag for me to separate my dirty linens from clean. This was a problem because I wasn't going home after this hotel. 2. The bathroom was very small. 3. The alarm clock was unplugged and whatever was wrong with the outlet prevented me from plugging it in. 4. The room in general was ""tired"" and worn out. 5. The other guests. I have a news flash for everybody. it is NOT ok to walk around the hotel in your pajamas. It's fine if your 10 year old is, but it's not pleasant to goto breakfast and have a third of the adults still in their pjs. 6. There are other far better hotels in the area around the same price that are MUCH better. I actually moved to another hotel and am writing this review from there. The price difference was $10 and the differences couldn't be more glaring. Again, it's about expectations. For $200 a night and where it's located, it was NOT a nice hotel. I expect more if they are going to charge those kinds of rates."
POSITIVE,"Very comfortable bed, quiet surroundings."
NEGATIVE,"Well, the room was clean and neat. The shower was amazing, I will replace all the shower heads in my home with the type they had in the room. The bath towels and washcloths were big, soft and very absorbable. The staff was friendly, BUT, let me tell you this, the bed was the worst bed I have ever slept on in my entire life. I'm not kidding you, I felt as if I slept on a pile of rocks the whole two nights I was there. My entire body was sore when I woke up. That's not good if you have to sit in a meeting the whole day. I have two more meetings in Raleigh this month and next month. I WILL NOT STAY AT THE BEST WESTERN EVER AGAIN. If you can't get a good nights sleep in the bed your in, your whole day will be MISSERABLE. AS I SAID, I WILL NOT STAY THERE AGAIN."
POSITIVE,Excellent
POSITIVE,"I stayed only one evening, but I was pleased to have such a spacious room. I utilized both the iron (my silk dress was wrinkled from being packed) and the safe (I was going to a party for the evening). Since I stayed during December, I was pleased to find the heating system worked well and quickly, although the huge king size bed had more than enough covers to keep me warm as well ;) Plenty of towels (four bath, two hand, and two facecloths...for one person) were available along with all the standard amenities of lotions, shampoo, conditioner, and soaps. I was pleasantly surprised to find that nothing was ""cut"" from the room given the price I paid. In short...this Inn is a great value :) I was most appreciative to find my non-smoking room was located in the back of the inn away from the main highway. I enjoyed a quiet sleep once I returned from the party."
POSITIVE,Great location. Staff was very friendly and helpful. Good recommendations for restaurants and places to visit. Did you find this review helpful? yes no Share: twitter • facebook
POSITIVE,"Nice staff, comfortable, overall great value! Vending machines needed to be stocked."
POSITIVE,"It was very comfortable, a lovely big room with everything provided. The free coffee in the foyer was welcome and free laundry was really useful after a weeks touring holiday!! The breakfast ham was rather dried up after being kept warm....."
POSITIVE,"Don't usually stay at Best Western hotels, but had no choice as all other options were overloaded due to a big college football game. Could not have been more pleased. Front desk worked immediately on an internet issue, the room was clean, bed comfortable, and shower great. Would go back again without hesitation."
POSITIVE,"It was clean and was located in a great spot, close to the beach, mall, and dining. It was also very cheap for a rather nice room."
NEUTRAL,"All in all everything was ok. If the price is ok with you, this a good place to stay."
POSITIVE,"The hotel and restaurant were terribly understaffed the day I was there. Compounding the problem, all the computers were down which slowed things down even further. However, the hotel itself was nice and the few staff members that were there triedtheir best to make our stay pleasant."
POSITIVE,"It was a step above adequate. Comfortable enough, clean enough, etc. A little rundown, but not too much. It's a good value."
POSITIVE,"Room was very clean and comfortable, it had everything you would need for a short break. The reception staff were very helpfull despite being very busy on the phone we were never kept waiting long. Very easy to get into town as its very near to a bus stop and taxis are not that expensive which is great as if you decide to go for a meal and drink whilst you are shopping. There is nothing to dislike about this hotel."
POSITIVE,It was clean and confortable and stylish
POSITIVE,"Clean freindly, good breakfast, good value for money Long wait for bar meal on evening"
NEUTRAL,"Location was perfect for our trip. We went wine tasting in Paso Robles so it was very close to our best western inn.the hotel was clean and comfortable The continental breakfast served yo plait yogurt that was spoiled. We had problems with the room key, unlocking the door. I informed the person at the front desk but he didn't seem to care."
NEUTRAL,"Good location to wineries. Starbucks next door. Shower is inconsistent. Runs hot and cold. Thin walls, we could hear the next door folks."
POSITIVE,"This is an excellant hotel for the price. I brought my wife to visit the Wild Horse Sanctuary. Hotel was very clean, they are pet friendly, staff was excellant, complimentary light breakfast and we really enjoyed the hot tub which closes to families at 10:00 PM and then is open 10:00 PM - Midnight for adults only. The location is also great because it is also fairly close to Mt Rushmore, Chief Crazy Horse Monument and Custer State Park which we also visited. Some people complain about the small variety of food for breakfast, but it's free and in this economy that's a plus. Can't complain if it's free, get real. All the staff (front desk, breakfast room and house keeping)were excellant and courteous. Our room was pre-paid through Travelocity and when we checked out they did not show it being prepaid. No problem, they did not charge my card and got it resolved with Travelocity the very next day. I highly recommend this hotel to anyone and am considering returning to Hot Springs just to stay in their hotel again! Curtis"
POSITIVE,"All in all it was good.Pros: Friendly staff, washer and dryer on site and the have everything you need to wash your clothes. Cons: The carpet has some loose dirt and the shower wasn't clean that good."
POSITIVE,Price. Not a good feel Lack of extras and a little dingy
NEUTRAL,"The stay at the town and country was all but impressive. It was small, smelly and way over priced. Very disappointed because almost all of my stays at Best Western have been good at a reasonable price. On a scale of 1 to 10 it was about a 2. Did you find this review helpful? yes no"
POSITIVE,Location and price Heating and cooling was too loud
NEUTRAL,"Got a great deal from booking.com on this hotel. Was never up early enough to try the breakfast, so can't comment on that. Staff was great and very friendly. They called the shuttle that could take us downtown for $10, round trip, per person. It was a great alternative to getting a cab and paying a ton of money for it. Bathroom felt very updated and new. I wish the TVs were updated. There are still old tube TVs with only so- so pictures on them. The rooms also feel very dark, even with all of the lights on, but that was okay."
POSITIVE,"Close to hospitals and Rice University. Good value for the location. Apparently, the carpet was not vacuumed as there were toe nail clippings from a prior guest next to the bed which was an unfortunate sight to see. If not for that, the room was very comfortable and and well maintained."
NEUTRAL,"The photos did not lie, we found everything as expected but were sruprised about a lovely managers reception. That was just great The reception were not very eager to help out when we had questions about the area, but anyway, it worked out. Did you find this review helpful? yes no"
POSITIVE,The bed was super comfy The toilet wasn't working properly Did you find this review helpful? yes no Share: twitter • facebook
POSITIVE,"No surprises, just what we wanted"
POSITIVE,"We enjoyed our stay at the best western carowinds during the labor dy weekend. The staff and housekeeping were very thorough and seemed in good spirits as they worked. Jason from the front desk day shift turned us on to a great local eatery that was family owned called Luans. We already have said when we travel we would definitely stay here again. It [?] was very close to attractons , local eateries and the freeway"
POSITIVE,"The location was good, not far off interstate, but near Naperville. It is an older hotel, but with the advantage of bigger rooms, nice furniture, very clean and comfortable."
POSITIVE,"The location was very convenient for my conference, and the price was better than other hotels in the area. My room was nice. It was rather noisy. I could hear very clearly/loudly noise from other guests' rooms and in the hallway, sometimes in the middle of the night."
POSITIVE,I liked the breakfast and the location it was pretty Easy to get to the subway station to go to anywhere i needed
NEUTRAL,"very nice, reasonable price, breakfast included with price"
POSITIVE,"It was great to find a reasonably priced suite right on our route. We also were far enough from the highway to not hear that noise. Pros: Being able to watch TV without having to lay on the bed, also the mini kitchen. Location: We travel from Michigan to Florida and back and this is right on the way."
NEUTRAL,"The hotel is in a great location. It is really no more than 5 minutes by car from the Bryce Canyon National Park sign, and less than 10 minutes to the entrance to the park. It is a big, sprawling hotel with multiple ""lodges"" that are separated by parking areas. It made it interesting to go to meals in the main lodge, due to it being quite cold and snowy in the winter time. We had to bundle up for the short walk to the main lodge, which is where pretty much everything happens. The food served at the restaurant was adequate. I wouldn't call it perfect, but it was portioned well enough for the pricing, considering it's the only place to get food without driving about 10 miles to the town of Tropic. The two queen beds in our room were not very comfortable. They tended to sink in the middle, so my fiance and I were constantly rolling into each other in the middle of the night. Upon checkout, the person who was doing the checkout was not aware of the correct method to handle a prepaid booking through the internet. The hotel ended up charging my credit card after I had already prepaid via the internet. Their accounting department was not helpful directly and required contact from the booking agent to get the issue resolved. Make sure you ask lots of questions at check-in and check-out and confirm that your stay has been prepaid. I would only recommend this hotel if you absolutely have to stay within a very close distance to the national park itself."
POSITIVE,"Very nice and comfortable room. Staff was very courteous. Had a very good restaurant within walking distance. Located just off I75, so very convenient."
POSITIVE,"This is definitely a place I can bring my family to. Very welcoming, clean, and provides great service. I had a very enjoyable stay."
